"file_name","ground_truth_num_label","ground_truth_word_label","predicted_label","predicted_word_label","dataset","top3_label_1","top3_prob_1","top3_label_2","top3_prob_2","top3_label_3","top3_prob_3"
"ATT232_1193X4_2022_photo2-20220524-122641.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.8224201202392578","5","0.16356141865253448","8","0.010940875858068466"
"ATT113_1092XX5_2022_photo2-20220518-143955.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9566080570220947","10","0.04337553307414055","8","0.000006555851996381534"
"ATT1879_510XX4_2023_photo1-20230703-140043.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9998874664306641","5","0.00005902098928345367","7","0.000035110329918097705"
"ATT693_451X5_photo2-20190722-124910.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999979734420776","1","6.128221343715268e-7","2","5.629195243272989e-7"
"ATT903_76XX7_2022_photo1-20220721-113507.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9979504942893982","2","0.0020447352435439825","6","0.0000031248571303876815"
"ATT226_383X4_2020_photo3-20200815-111014.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9873176217079163","2","0.01268171425908804","17","1.9171828569142235e-7"
"ATT67_540XX1_2021_photo1-20210510-112829.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9027419090270996","8","0.07932174205780029","6","0.014530384913086891"
"ATT67_658X5_photo1-20190515-144112.jpg","8","Acid Grassland","8","Acid Grassland","./data/CS_Xplots_2019_2023_test","8","0.9988716244697571","6","0.0009961123578250408","7","0.00006867671618238091"
"ATT746_743X5_photo1-20190805-114232.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.5932626128196716","6","0.40507301688194275","7","0.0009060648153536022"
"ATT838_128XX4_2021_photo2-20210806-122229.jpg","9","Bracken","9","Bracken","./data/CS_Xplots_2019_2023_test","9","0.9826592206954956","8","0.016715053468942642","6","0.0004228995239827782"
"ATT1369_991XX4_2023_photo4-20230614-111730.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.35870876908302307","8","0.34061992168426514","12","0.21017250418663025"
"ATT3344_640X1_2023_photo1-20230906-140521.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999980926513672","5","0.0000016777554492364288","1","8.232840542632403e-8"
"ATT551_209XX3_2021_photo1-20210624-100010.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9963582158088684","4","0.002960581099614501","6","0.0006648119888268411"
"ATT335_307X4_2022_photo2-20220504-104543.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999144077301025","5","0.00007024964725133032","1","0.000007365059445874067"
"ATT2337_926X5_2023_photo1-20230720-133829.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9957691431045532","1","0.0042273313738405704","8","0.0000018868389588533319"
"ATT280_193X5_2021_photo1-20210517-131417.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999135732650757","5","0.00008529587648808956","0","4.6203106762732205e-7"
"ATT700_406XX5_2023_photo3-20230524-082858.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.9998428821563721","5","0.00013684072473552078","8","0.000015491119484067895"
"ATT1067_718XX2_photo2-20190826-092411.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9999825954437256","4","0.000007543035280832555","7","0.000004702782916865544"
"ATT833_396X2_2022_photo1-20220705-094734.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999986886978149","5","0.000001082069047697587","0","9.506124598601673e-8"
"ATT898_808X3_2021_photo1-20210810-111322.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999995231628418","5","3.295726571650448e-7","0","1.3294508960370877e-7"
"ATT235_366XX1_photo2-20190523-133652.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999771118164062","1","0.000015843646906432696","5","0.0000057149504755216185"
"ATT942_328X4_photo2-20190819-142620.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9999805688858032","4","0.000012392284588713665","6","0.0000058333876040705945"
"ATT786_1197XX2_2021_photo1-20210803-122502.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.9495812058448792","12","0.05037820711731911","8","0.000028378617571434006"
"ATT1108_535XX6_photo1-20190828-142607.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999911785125732","5","0.000007776660822855774","0","7.171026936703129e-7"
"ATT1844_1029XX4_2023_photo3-20230704-095505.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.9998058676719666","12","0.00013641321856994182","8","0.000051315473683644086"
"ATT321_287XX3_2022_photo2-20220607-122022.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9948521256446838","4","0.0035429082345217466","6","0.0015934810508042574"
"ATT302_707XX5_2020_sp_photo4-20200826-100416.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9979448914527893","2","0.002055073855444789","4","3.4895062839268576e-8"
"ATT1086_204XX3_2021_photo1-20210907-092059.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9386929273605347","6","0.06127956509590149","4","0.00001330912891717162"
"ATT177_380XX5_2022_photo1-20220512-124051.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.6846040487289429","12","0.31357988715171814","8","0.0010265236487612128"
"ATT55_559XX1_2021_photo2-20210505-093715.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9955915212631226","4","0.0023642792366445065","6","0.001569288200698793"
"ATT2382_1167X5_2023_photo2-20230801-114101.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9914603233337402","10","0.0068697077222168446","11","0.0014959820546209812"
"ATT934_1209X4_2021_photo2-20210820-144938.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9968673586845398","10","0.002196404617279768","8","0.00045628444058820605"
"ATT855_471X2_photo3-20190805-124537.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9566925168037415","6","0.04018814489245415","4","0.002460396382957697"
"ATT368_398X3_2021_photo2-20210608-140724.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999982118606567","5","7.089695372997085e-7","1","6.002142640681996e-7"
"ATT321_311X5_2021_photo1-20210526-103426.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999940395355225","5","0.000005401019734563306","1","2.0177201065507688e-7"
"ATT713_589X4_2021_photo1-20210706-123353.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9969141483306885","4","0.0028424840420484543","6","0.00022052486019674689"
"ATT1235_433XX3_2023_photo3-20230530-105859.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9996077418327332","1","0.00038811296690255404","12","0.0000020943152776453644"
"ATT1387_787X5_2022_photo1-20220915-102408.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9998999834060669","1","0.00008484761201543733","12","0.000012821060408896301"
"ATT740_625X3_2021_photo2-20210720-130027.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999972581863403","5","0.0000023249629066413036","1","1.587232105748626e-7"
"ATT1062_718XX3_photo1-20190826-110606.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.6753126978874207","6","0.2981954514980316","8","0.021163973957300186"
"ATT110_418X2_2021_photo2-20210505-101822.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9998641014099121","5","0.00013193863560445607","6","0.0000018912298855866538"
"ATT1355_1041X3_2019_IMG_2241.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9769513010978699","10","0.02288873866200447","15","0.00009599264012649655"
"ATT402_851XX9_2021_photo3-20210616-115012.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9969534873962402","10","0.003002726472914219","11","0.00002779614442260936"
"ATT837_128XX4_2021_photo1-20210806-122156.jpg","9","Bracken","9","Bracken","./data/CS_Xplots_2019_2023_test","9","0.9891380667686462","8","0.008186138235032558","6","0.002385899191722274"
"ATT678_260XX1_photo1-20190724-100805.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9792740941047668","11","0.01229061745107174","8","0.004299592226743698"
"ATT885_751X5_photo2-20190821-092817.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.6664726138114929","6","0.31420987844467163","8","0.017864355817437172"
"ATT1037_776XX1_photo1-20190828-111555.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.7934910655021667","10","0.15131770074367523","8","0.051365602761507034"
"ATT304_1130X1_photo4-20190522-111704.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9997394680976868","10","0.0002348107664147392","11","0.000016544674508622847"
"ATT118_57X5_photo2-20190520-161618.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999994039535522","1","2.990057907936716e-7","5","1.8171766669183853e-7"
"ATT185_588XX5_2020_photo4-20200820-122214.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.5296916365623474","12","0.46445003151893616","8","0.004538869950920343"
"ATT146_494XX2_2022_photo1-20220509-141103.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9976873397827148","2","0.002301860833540559","4","0.000006516404937428888"
"ATT473_951X4_photo2-20190627-133002.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.9997991919517517","12","0.00015768456796649843","8","0.00001667272772465367"
"ATT715_316XX4_photo3-20190730-110248.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9999839067459106","2","0.000014764594197913539","6","6.768842126803065e-7"
"ATT153_270X3_2020_photo1-20200810-131049.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9993481040000916","5","0.00029484141850844026","6","0.00017338916950393468"
"ATT3477_465XX1_2023_photo2-20230912-114447.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9998879432678223","5","0.00010969414870487526","6","9.540796099827276e-7"
"ATT104_224XX3_2023_photo3-20230502-151311.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.9962273836135864","5","0.0029305736534297466","4","0.0006751922192052007"
"ATT529_937X5_photo2-20190709-131746.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.972913920879364","1","0.0270621906965971","8","0.000016679759937687777"
"ATT604_656X5_2021_photo1-20210712-093015.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.8971350789070129","5","0.052286650985479355","7","0.016645895317196846"
"ATT1143_542XX4_photo2_2019.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9998762607574463","2","0.00012365618022158742","6","2.8516323524740983e-8"
"ATT100_55XX2_photo1-20190523-120831.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9954524636268616","6","0.00446920283138752","4","0.00004249632911523804"
"ATT1388_787X5_2022_photo2-20220915-102422.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9999629259109497","1","0.000033894230000441894","12","0.000002722258614085149"
"ATT367_398X3_2021_photo1-20210608-140504.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.999951958656311","1","0.00002333993870706763","2","0.000016258947653113864"
"ATT561_296XX1_2020_photo3-20200903-111444.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.875313401222229","1","0.06910534203052521","5","0.036853279918432236"
"ATT1231_350XX1_photo2-20190909-164427.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.6770653128623962","5","0.2708275616168976","7","0.035155728459358215"
"ATT1221_414X7_photo3_2019.jpg","1","Broadleaved Mixed and Yew Woodland","1","Broadleaved Mixed and Yew Woodland","./data/CS_Xplots_2019_2023_test","1","0.9999184608459473","2","0.00005865874481969513","6","0.000022619531591772102"
"ATT811_127X3_2021_photo2-20210804-093952.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.9911912083625793","5","0.006388811860233545","7","0.0014000523369759321"
"ATT439_73XX4_2023_photo2-20230518-143313.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9306707978248596","1","0.06932571530342102","12","0.0000013214623777457746"
"ATT86_956XX4_2021_photo2-20210513-154152.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9764938950538635","10","0.02334180288016796","11","0.0001147579459939152"
"ATT567_353XX5_2020_photo2-20200929-153452.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999951124191284","5","0.000004852333859162172","1","4.643665363346372e-8"
"ATT375_301X1_2022_photo1-20220520-145149.JPG","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.7254598736763","6","0.14861731231212616","4","0.08146268129348755"
"ATT3768_324X1_2023_photo2-20230928-094843.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.999998927116394","5","6.073767622183368e-7","0","2.3120486503103166e-7"
"ATT396_73XX1_2023_photo2-20230518-104419.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999806880950928","5","0.00001900374081742484","6","1.6016450388178782e-7"
"ATT1184_1214XX1_photo3-20190909-091859.jpg","8","Acid Grassland","8","Acid Grassland","./data/CS_Xplots_2019_2023_test","8","0.8986436128616333","10","0.059764426201581955","12","0.030241262167692184"
"ATT441_910XX2_photo2-20190626-114942.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.9819419384002686","7","0.009423504583537579","8","0.005625137593597174"
"ATT1691_111XX5_2023_photo2-20230628-095529.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.999998927116394","1","6.295777552622894e-7","6","1.4689295824155124e-7"
"ATT1107_259XX5_2021_photo1-20210914-124431.jpg","10","Dwarf Shrub Heath","10","Dwarf Shrub Heath","./data/CS_Xplots_2019_2023_test","10","0.9477207660675049","9","0.0430857315659523","8","0.008665520697832108"
"ATT3374_1063XX3_2023_photo1-20230907-114307.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.7319008111953735","10","0.2518292963504791","11","0.01239971537142992"
"ATT1000_642X1_2021_photo1-20210817-104314.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9988530874252319","6","0.0011169997742399573","7","0.00001639380025153514"
"ATT937_849X3_2021_photo1-20210824-103531.jpg","4","Arable and Horticulture","4","Arable and Horticulture","./data/CS_Xplots_2019_2023_test","4","0.9999972581863403","5","0.0000026582213195069926","0","4.755329285899279e-8"
"ATT712_406XX1_2023_photo4-20230524-130354.jpg","6","Neutral Grassland","6","Neutral Grassland","./data/CS_Xplots_2019_2023_test","6","0.8903891444206238","5","0.10926100611686707","7","0.00011630295193754137"
"ATT1133_348XX2_2021_photo2-20210921-134855.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9981910586357117","1","0.0018088155193254352","12","5.490437615662813e-8"
"ATT1233_433XX3_2023_photo1-20230530-105703.jpg","2","Coniferous Woodland","2","Coniferous Woodland","./data/CS_Xplots_2019_2023_test","2","0.9998712539672852","1","0.00012516567949205637","11","0.0000020757286165462574"
"ATT536_1162X3_2022_photo2-20220618-125905.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9999711513519287","10","0.000026721121685113758","11","0.0000015488961935261614"
"ATT382_832X4_2021_photo2-20210614-120011.jpg","12","Bog","12","Bog","./data/CS_Xplots_2019_2023_test","12","0.9996864795684814","11","0.00028299077530391514","10","0.000014352705875353422"
"ATT167_273X2_2020_photo1-20200818-105247.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9911596179008484","6","0.008369244635105133","7","0.00045793698518536985"
"ATT1084_704X1_2021_photo2-20210908-132714.jpg","5","Improved Grassland","5","Improved Grassland","./data/CS_Xplots_2019_2023_test","5","0.9993603825569153","4","0.0003479319275356829","7","0.00021573113917838782"
"ATT118_689X4_2020_photo1-20200814-083725.jpg","8","Acid Grassland","8","Acid Grassland","./data/CS_Xplots_2019_2023_test","8","0.971774160861969","9","0.01861184649169445","10","0.005404700059443712"
